   6.0000000e+02   1.0000000e+00   0.0000000e+00
   5.4651947e-01   1.0000000e+01   0.0000000e+00
   0.0000000e+00   1.2000000e+03   0.0000000e+00
   0.0000000e+00   6.0000000e+02   0.0000000e+00
   0.0000000e+00   4.0000000e+02   0.0000000e+00
   0.0000000e+00   3.0000000e+02   0.0000000e+00
   0.0000000e+00   2.4000000e+02   0.0000000e+00
   0.0000000e+00   2.0000000e+02   0.0000000e+00
   0.0000000e+00   1.7142857e+02   0.0000000e+00
   0.0000000e+00   1.5000000e+02   0.0000000e+00
   0.0000000e+00   1.3333333e+02   0.0000000e+00
   0.0000000e+00   1.2000000e+02   0.0000000e+00
   0.0000000e+00   1.0909091e+02   0.0000000e+00
   0.0000000e+00   1.0000000e+02   0.0000000e+00
   0.0000000e+00   9.2307692e+01   0.0000000e+00
   0.0000000e+00   8.5714286e+01   0.0000000e+00
   0.0000000e+00   8.0000000e+01   0.0000000e+00
   0.0000000e+00   7.5000000e+01   0.0000000e+00
   0.0000000e+00   7.0588235e+01   0.0000000e+00
   0.0000000e+00   6.6666667e+01   0.0000000e+00
   0.0000000e+00   6.3157895e+01   0.0000000e+00
   0.0000000e+00   6.0000000e+01   0.0000000e+00
   0.0000000e+00   5.7142857e+01   0.0000000e+00
   0.0000000e+00   5.4545455e+01   0.0000000e+00
   0.0000000e+00   5.2173913e+01   0.0000000e+00
   0.0000000e+00   5.0000000e+01   0.0000000e+00
  4.2070266e-145   4.8000000e+01   0.0000000e+00
  3.3072691e-124   4.6153846e+01   0.0000000e+00
  5.6622231e-107   4.4444444e+01   0.0000000e+00
   1.1689515e-92   4.2857143e+01   0.0000000e+00
   1.0888954e-80   4.1379310e+01   0.0000000e+00
   1.2781220e-70   4.0000000e+01   0.0000000e+00
   4.2335376e-62   3.8709677e+01   0.0000000e+00
   7.4903552e-55   3.7500000e+01   0.0000000e+00
   1.1775095e-48   3.6363636e+01   0.0000000e+00
   2.4750291e-43   3.5294118e+01   0.0000000e+00
   9.6795258e-39   3.4285714e+01   0.0000000e+00
   9.2159658e-35   3.3333333e+01   0.0000000e+00
   2.6619253e-31   3.2432432e+01   0.0000000e+00
   2.7955127e-28   3.1578947e+01   0.0000000e+00
   1.2399472e-25   3.0769231e+01   0.0000000e+00
   2.6310140e-23   3.0000000e+01   0.0000000e+00
   2.9636121e-21   2.9268293e+01   0.0000000e+00
   1.9338850e-19   2.8571429e+01   0.0000000e+00
   7.8690398e-18   2.7906977e+01   0.0000000e+00
   2.1249584e-16   2.7272727e+01   0.0000000e+00
   4.0151542e-15   2.6666667e+01   0.0000000e+00
   5.5536342e-14   2.6086957e+01   0.0000000e+00
   5.8445114e-13   2.5531915e+01   0.0000000e+00
   4.8374536e-12   2.5000000e+01   0.0000000e+00
   3.2403302e-11   2.4489796e+01   0.0000000e+00
   1.8004701e-10   2.4000000e+01   0.0000000e+00
   8.4780892e-10   2.3529412e+01   0.0000000e+00
   3.4466816e-09   2.3076923e+01   0.0000000e+00
   1.2295153e-08   2.2641509e+01   0.0000000e+00
   3.9034353e-08   2.2222222e+01   0.0000000e+00
   1.1166803e-07   2.1818182e+01   0.0000000e+00
   2.9101267e-07   2.1428571e+01   0.0000000e+00
   6.9752871e-07   2.1052632e+01   0.0000000e+00
   1.5507973e-06   2.0689655e+01   0.0000000e+00
   3.2221139e-06   2.0338983e+01   0.0000000e+00
   6.2979557e-06   2.0000000e+01   0.0000000e+00
   1.1648992e-05   1.9672131e+01   0.0000000e+00
   2.0496617e-05   1.9354839e+01   0.0000000e+00
   3.4467439e-05   1.9047619e+01   0.0000000e+00
   5.5626257e-05   1.8750000e+01   0.0000000e+00
   8.6479815e-05   1.8461538e+01   0.0000000e+00
   1.2994682e-04   1.8181818e+01   0.0000000e+00
   1.8929356e-04   1.7910448e+01   0.0000000e+00
   2.6803848e-04   1.7647059e+01   0.0000000e+00
   3.6983232e-04   1.7391304e+01   0.0000000e+00
   4.9832284e-04   1.7142857e+01   0.0000000e+00
   6.5701401e-04   1.6901408e+01   0.0000000e+00
   8.4912969e-04   1.6666667e+01   0.0000000e+00
   1.0774904e-03   1.6438356e+01   0.0000000e+00
   1.3444100e-03   1.6216216e+01   0.0000000e+00
   1.6516170e-03   1.6000000e+01   0.0000000e+00
   2.0002027e-03   1.5789474e+01   0.0000000e+00
   2.3905970e-03   1.5584416e+01   0.0000000e+00
   2.8225691e-03   1.5384615e+01   0.0000000e+00
   3.2952523e-03   1.5189873e+01   0.0000000e+00
   3.8071876e-03   1.5000000e+01   0.0000000e+00
   4.3563829e-03   1.4814815e+01   0.0000000e+00
   4.9403841e-03   1.4634146e+01   0.0000000e+00
   5.5563541e-03   1.4457831e+01   0.0000000e+00
   6.2011566e-03   1.4285714e+01   0.0000000e+00
   6.8714433e-03   1.4117647e+01   0.0000000e+00
   7.5637430e-03   1.3953488e+01   0.0000000e+00
   8.2745515e-03   1.3793103e+01   0.0000000e+00
   9.0004254e-03   1.3636364e+01   0.0000000e+00
   9.7380790e-03   1.3483146e+01   0.0000000e+00
   1.0484489e-02   1.3333333e+01   0.0000000e+00
   1.1237009e-02   1.3186813e+01   0.0000000e+00
   1.1993494e-02   1.3043478e+01   0.0000000e+00
   1.2752448e-02   1.2903226e+01   0.0000000e+00
   1.3513171e-02   1.2765957e+01   0.0000000e+00
   1.4275939e-02   1.2631579e+01   0.0000000e+00
   1.5042171e-02   1.2500000e+01   0.0000000e+00
   1.5814615e-02   1.2371134e+01   0.0000000e+00
   1.6597501e-02   1.2244898e+01   0.0000000e+00
   1.7396679e-02   1.2121212e+01   0.0000000e+00
   1.8219692e-02   1.2000000e+01   0.0000000e+00
   1.9075786e-02   1.1881188e+01   0.0000000e+00
   1.9975805e-02   1.1764706e+01   0.0000000e+00
   2.0931963e-02   1.1650485e+01   0.0000000e+00
   2.1957442e-02   1.1538462e+01   0.0000000e+00
   2.3065797e-02   1.1428571e+01   0.0000000e+00
   2.4270104e-02   1.1320755e+01   0.0000000e+00
   2.5581843e-02   1.1214953e+01   0.0000000e+00
   2.7009464e-02   1.1111111e+01   0.0000000e+00
   2.8556663e-02   1.1009174e+01   0.0000000e+00
   3.0220414e-02   1.0909091e+01   0.0000000e+00
   3.1988895e-02   1.0810811e+01   0.0000000e+00
   3.3839579e-02   1.0714286e+01   0.0000000e+00
   3.5737841e-02   1.0619469e+01   0.0000000e+00
   3.7636559e-02   1.0526316e+01   0.0000000e+00
   3.9477184e-02   1.0434783e+01   0.0000000e+00
   4.1192636e-02   1.0344828e+01   0.0000000e+00
   4.2712127e-02   1.0256410e+01   0.0000000e+00
   4.3967563e-02   1.0169492e+01   0.0000000e+00
   4.4900734e-02   1.0084034e+01   0.0000000e+00
   4.5470110e-02   1.0000000e+01   0.0000000e+00
   4.5725848e-02   9.9173554e+00   0.0000000e+00
   4.5737086e-02   9.8360656e+00   0.0000000e+00
   4.5513471e-02   9.7560976e+00   0.0000000e+00
   4.5073042e-02   9.6774194e+00   0.0000000e+00
   4.4440780e-02   9.6000000e+00   0.0000000e+00
   4.3646732e-02   9.5238095e+00   0.0000000e+00
   4.2723929e-02   9.4488189e+00   0.0000000e+00
   4.1706343e-02   9.3750000e+00   0.0000000e+00
   4.0627044e-02   9.3023256e+00   0.0000000e+00
   3.9516716e-02   9.2307692e+00   0.0000000e+00
   3.8402575e-02   9.1603053e+00   0.0000000e+00
   3.7307718e-02   9.0909091e+00   0.0000000e+00
   3.6250840e-02   9.0225564e+00   0.0000000e+00
   3.5246277e-02   8.9552239e+00   0.0000000e+00
   3.4304270e-02   8.8888889e+00   0.0000000e+00
   3.3431390e-02   8.8235294e+00   0.0000000e+00
   3.2631039e-02   8.7591241e+00   0.0000000e+00
   3.1903989e-02   8.6956522e+00   0.0000000e+00
   3.1248901e-02   8.6330935e+00   0.0000000e+00
   3.0662813e-02   8.5714286e+00   0.0000000e+00
   3.0141572e-02   8.5106383e+00   0.0000000e+00
   2.9680210e-02   8.4507042e+00   0.0000000e+00
   2.9273263e-02   8.3916084e+00   0.0000000e+00
   2.8915034e-02   8.3333333e+00   0.0000000e+00
   2.8599804e-02   8.2758621e+00   0.0000000e+00
   2.8321997e-02   8.2191781e+00   0.0000000e+00
   2.8076310e-02   8.1632653e+00   0.0000000e+00
   2.7857800e-02   8.1081081e+00   0.0000000e+00
   2.7661949e-02   8.0536913e+00   0.0000000e+00
   2.7484697e-02   8.0000000e+00   0.0000000e+00
   2.7322454e-02   7.9470199e+00   0.0000000e+00
   2.7172098e-02   7.8947368e+00   0.0000000e+00
   2.7030958e-02   7.8431373e+00   0.0000000e+00
